index,given_label,given_label_name,prob_human,prob_machine,quality_score,flagged,text_snippet
15,1,machine,0.0,1.0,1.0,False,"Umphakathi Wokuphila Ngaphandle Kwenkohlakalo Ekugcineni, kubalulekile ukuba umphakathi uqonde kahle ukuthi ukulwa nekoh"
16,1,machine,0.0,1.0,1.0,False,"Abantu bahlala bejabule, kodwa abanye bangase babe nezinye izinkinga zempilo eziphuthumayo. Lokhu kudinga ukuthi sibe se"
17,0,human,1.0,0.0,1.0,False,Uma kungathi ilungu loMbutho oseMbuthweni Osebenza Ngokuphelele linikezwe imvume yokuqala umsebenzi oweHlukile ngenkathi
18,1,machine,0.0,1.0,1.0,False,"Umnotho ophumelelayo ungaholela ekuthuthukiseni izinga lokuphila, ukunciphisa ubumpofu, kanye nokwakha umphakathi onempi"
19,1,machine,0.0,1.0,1.0,False,"Izikhukhula ZaseKZN: Ukuphila Ngaphakathi Kwemvelo Ngiyabonga, ngiyavuma, izikhukhula zaseKZN ziye zaba yinkinga enkulu "
20,0,human,1.0,0.0,1.0,False,a umuntu okulungele ukwenza lokho evuma ukuba kwenziwe; noma b kunezizathu ezizwakalayo zokuthi incwadi yegunya lokusesh
21,1,machine,0.0,1.0,1.0,False,Zombili izinsolo zikhishwe zaba sephusheni futhi kulindeleke ukuthi zivele eNkantolo yeM magistrate eVryburg maduze. Kuc
22,1,machine,0.0,1.0,1.0,False,Kuzochaza futhi ukuthi awubopheleki ukuba ubambe iqhaza kulolu cwaningo. Kufanele ubuze imibuzo ngaphambi kokuthi unqume
23,0,human,0.2153,0.7847,0.2153,False,"Ukuthuthukiswa kwe-Maritime Park, nendawo yokumiswa kwezimoto ethuthukisiwe kanye nendawo evulekile, ehlangene nezinto e"
24,1,machine,0.0,1.0,1.0,False,"Futhi, ungathandabuzi ukufuna usizo lapho kudingeka.” Umbuzo 7: UThulani, kukhona okukhuluma ngalesi sikhathi sokuphila "
25,0,human,1.0,0.0,1.0,False,"lanoma yikuphi ukuzitshwa kwesigaba esishiwo kukholomu 1 yoHla lwamaLungelo Angenakuzitshwa, ngokwezinga elivezwe laqond"
26,1,machine,0.0,1.0,1.0,False,"Enye yezinkinga ezinkulu ukuthi izithombe ezikhethiwe zingahle zingahambisani nezifundo, okungaholela ekuqondeni okungaf"
27,1,machine,0.0,1.0,1.0,False,"IPrince Mshiyeni Memorial Hospital iyisibonelo esihle sokuhlangabezana nalezi zinkinga engizichaze. Okokuqala, idolobha "
28,1,machine,0.0,1.0,1.0,False,"U-Sipho noThandi, bobabili, baphendukela emhlabeni wezemidlalo, behlola izifiso zabo. U-Sipho wajabula kakhulu lapho eth"
29,1,machine,0.0,1.0,1.0,False,"Isahluko sesithupha siqukethe imithetho ehambelana nezikhungo zezempilo. Le mithetho ilawula ukuhlukaniswa ngokuhlukana,"
30,1,machine,0.0,1.0,1.0,False,Ngokuqondene nokukhishwa kweziqu zokwakha i-mandlafuel inqubomgomo 34.00. Ngokuqondene nokubhaliswa kweziqu zokukhiqiza 
31,1,machine,0.0,1.0,1.0,False,Izitifiketi Zobungcweti Zabasebenzi Bakahulumeni: Ukuqinisekisa Ikhwalithi Nokuqinisa Umsebenzi Ngokwanda kwezidingo zok
32,1,machine,0.0,1.0,1.0,False,"Ngokuhamba kwesikhathi, eminyakeni yama-1980, abacwaningi baqala ukuphinda baphinde bahlola izindlela ezihlukahlukene zo"
33,0,human,1.0,0.0,1.0,False,Inkosi noma induna ayinawo amandla okulalela amacala aqubuke ngaphansi komthetho wasentshonalanga. Umbandela weSigaba 12
34,1,machine,0.0,1.0,1.0,False,Lezi yizindaba okufanele ziqedwe ngumagistrate ngokuhambisana nesinqumo seBhe. Isimo lapho umufi ebhala izifiso zabo zok
35,1,machine,0.0,1.0,1.0,False,"Ihhovisi leMibiko yezeMisebenzi, iMeta-information, ngaphansi koMnyango wezobuciko namasiko, iqala futhi ixhasa ngemali "
36,0,human,1.0,0.0,1.0,False,"UPhapha Benedict XVI wezwakalisa izwi lokudangala udlame e-Iraq wachaza leliya lizwe and described the country as ""njeng"
37,0,human,1.0,0.0,1.0,False,Isixuku sihlangane lapho futhi ngama lapho eduze kwesixuku. Abanikazi bezitolo abangamaNdiya sebebenamabhizinisi lapho i
38,0,human,1.0,0.0,1.0,False,Yabonisa enye indlela ephumelelayo yokwakha izindlu ezingabizi ngokuveza uhlelo oluhlanganisa bonke abantu futhi oluqhub
39,0,human,1.0,0.0,1.0,False,"Ikhansela kumele liveze emkhandlwini kamasipala, nom kunoma yiliphi ikomiti elilungu lalo, uma kukhona ibhizinisi elinal"
40,1,machine,0.0,1.0,1.0,False,Lokhu kuqinisekisa ukuthi bayakwazi ukuzimela ngokwabo. Ingxenye 6: Isehlakalo Esikhethekile Umbuzo: Ngabe kukhona isehl
41,1,machine,0.0,1.0,1.0,False,"Okwamanje, kukhona impumelelo yezomnotho, umgomo kahulumeni obanzi wokuhlukahluka okukhulu, izinhlelo zamasu, nezinye iz"
42,0,human,1.0,0.0,1.0,False,Bonisa indlela yakho oyikhethayo yokuthintana ngokuphawula ibhulokwe elifanele usebenzisa izinamba 1 kuya ku-5. Inamba u
43,0,human,1.0,0.0,1.0,False,"Nakuba kunjalo, ngokulandisa kwesigaba 35 (o), noma ngubani obekwe icala unelungelo lokuba icala lakhe lithethwe ngendle"
44,0,human,1.0,0.0,1.0,False,"Bengamele izinkontileka zobuchwepheshe obuphezulu bezokuvikela ezibekwe kwizimboni ezihambisana nazo zezokuvikela, futhi"
45,1,machine,0.0,1.0,1.0,False,"Lokhu kuhlanganisa ukusebenzisa izinhlelo eziphakeme zokuvikela ulwazi, ezinjengokufaka izinhlelo zokuphepha, ukuhlola a"
46,1,machine,0.0,1.0,1.0,False,Ukushayela ngejubane elidlula lezo ezibekwe ezimpahleni zomgwaqo kuyimbangela yokwenzeka kwezingozi zemoto eziholela eku
47,0,human,1.0,0.0,1.0,False,"isesimweni sokungaphili futhi ingenamnikazi, ingasuswa kumbe ibanjwe ngokuhambisana nomthetho kamasipala 5 (a) noma (b) "
48,0,human,0.9999,1e-04,0.9999,False,A performance agreement can therefore never be cast in stone. Ngisho noma i-PA isayiniwe ekuqaleni komjikelezo wokwenziw
49,0,human,1.0,0.0,1.0,False,a Umlawuli-sikhungo angathatha isibophezelo somsebenzi owodwa noma ngaphezulu walena ephawulwe esigatshaneni uma umlawul
50,1,machine,0.0,1.0,1.0,False,"Isingeniso ku-YouTube I-YouTube iyinsiza yokwabelana ngemicabango, imifanekiso, nemisakazo yevidiyo emhlabeni jikelele. "
51,0,human,1.0,0.0,1.0,False,"""Imizuzwana eyishumi ingaphephisa impilo yakho"" lona wumbiko olula noqondile. Lo mbiko uthi izinyathelo ezine, ezilula, "
52,0,human,1.0,0.0,1.0,False,Khumbula ukuthi leli nani lizofanelekela ukuba lidonso uma irisidi lisho ukuthi likhishwe ngokweSigaba 18A soMthetho Wen
53,1,machine,0.0,1.0,1.0,False,Igunya eliphethwe umkhakha we-NPO ekunikezeni izinsiza liyavunywa. Ezinye ze-NPO ziye zenza izinguquko ezibalulekile may
54,1,machine,0.0,1.0,1.0,False,Ukudla okuthengiswa emashinini okuthengisa abekwe ezindaweni zomphakathi kumele kube nezaziso eziphambi kokuthi umshini 
55,0,human,1.0,0.0,1.0,False,Ingxenye yezinto ebalulekile ekukhiqizweni kommbila ngendlela ezoletha inzuzo ihambelana nogandaganda nemishini. Thina s
56,1,machine,0.0,1.0,1.0,False,"Kwaphela izinyanga, kwanezelwa ikusasa elikhanyayo, ukufunda kube isimanga, kuthokozisa umphakathi. Uthando lwahlahlisa "
57,1,machine,0.0,1.0,1.0,False,Ukudlala kube ukungena emuva kwemisebenzi yokuhamba. UMnyango wezokuNgena uzama ukubamba ekuboshweni kwemizuzu eminingan
58,1,machine,0.0,1.0,1.0,False,"Abahlinzeki baba akhohliwe impendulo. Kwakudingeka isikhathi sokulala esandleni, ezokuthunyelwa kwama-ambulensi zazizama"
59,1,machine,0.0,1.0,1.0,False,"Ulwazi Oluqondiswa Nggezwi Ezikhungweni: Ukubaluleka Kwezinqubomgomo Zokuxhumana Ezikhathini zanamuhla, lapho ubuchwephe"
60,0,human,1.0,0.0,1.0,False,"U-MEC Wezemfundo waseLimpopo wangaphambilini, uDk Aaron Motsoaledi, utholwe emsulwa kunoma ikuphi ukungaziphathi kahle a"
61,1,machine,0.0,1.0,1.0,False,"Izinkondlo: Umcimbi Wokubhalwa Kwezinkanyezi Ngaphansi kwezinkanyezi ezikhanyayo, umcimbi wokubhalwa kwezinkondlo uhlelw"
62,0,human,1.0,0.0,1.0,False,"Empeleni i-""design"" imaqondana nomumo kanye nendlela into ebonakala iyiyo okukhanga iso. Amanye amadizayini abangelwa ng"
63,1,machine,0.0,1.0,1.0,False,Lapho abanye abantu kufanele bafake isicelo kuNgqongqoshe Wezobulungiswa Nokuthuthukiswa Komthethosisekelo ukuze baphath
64,0,human,1.0,0.0,1.0,False,Ukuphangisisa ukusondela kwethu emigomeni yethu yempilo engcono kawonke-wonke sizowenza njengesiphakamiso uhlelo lukazwe
65,1,machine,0.0,1.0,1.0,False,"Uma isikhundla somphakathi ophakathi singenalutho, amalungu kufanele emhlanganweni wabo wokuqala ngemuva kokuba isikhala"
66,1,machine,0.0,1.0,1.0,False,"UBill Gates: Umholi Wobuchwepheshe Nezinguquko Emhlabeni UBill Gates ungomunye wabantu abanethonya elikhulu emhlabeni, i"
67,1,machine,0.0,1.0,1.0,False,I-borer ye-corn iyisiphukuphuku esitholakala kuzo zonke izindawo lapho kukhuliswayo khona u-mazeyu e-Afrika - lesi siphu
68,0,human,1.0,0.0,1.0,False,Yini inhloso Yomthetho Wamanzi Kazwelonke? ivikelekile iyasetshenziswa iyathuthukiswa iyalondwa iyaphathwa futhi iyahlol
69,1,machine,0.0,1.0,1.0,False,"Ngamanye amazwi, sifuna ukubona izindlu kanye nohlu lonke lokuthuthukiswa oludingekayo ngabantu abazokwakha lezi zindlu,"
70,1,machine,0.0,1.0,1.0,False,"Impilo Yabantu Abasebenzayo: Umqondo Wami Impilo yabantu abasebenzayo ibalulekile ekwakheni umphakathi onempilo, onobumb"
71,0,human,1.0,0.0,1.0,False,"f akhokhe imali ebekiwe ku Mbuso; futhi g ngokuhambelana nesigaba 20, akhokhe inkokhelo yo Mbuso ngokwanoma yimaphi amam"
72,0,human,1.0,0.0,1.0,False,Ngiyathokoza ukumemezela ukuthi ngonyaka wezimali ka 2009/10 uMnyango uzoqhubeka nalolu hlelo futhi bangama 75 abantu ab
73,1,machine,0.0,1.0,1.0,False,"Ubuhlungu bokuqala, nokuhluntshiswa, kwashiya uThando engazi ukuthi ungabhekana kanjani nalokhu. Izinsuku zedlule, uThan"
74,0,human,1.0,0.0,1.0,False,b Ukuvuma okucatshangwe esigabeni a akuvumeli ophethe imvume yobujuweli bokusansimbi okuyigugu ukuthi enze umsebenzi uku
75,1,machine,0.0,1.0,1.0,False,"b umkhulisi obhaliswe nguMqondisi ngenhloso leyo uqinisekisile ngendlela ethile enikezwe nguMqondisi ukuthi umkhulisi, u"
76,1,machine,0.0,1.0,1.0,False,"Futhi, uma kuxoxwa, izinkanyezi zithembele ezindalweni ezinjengezinsuku, phakathi kwebhodi, zikhona izinkanyezi zomphaka"
77,1,machine,0.0,1.0,1.0,False,"Kubantu, kubalulekile ukuba bahlale befunda futhi baziqhenye ngezinto ezithinta ubudlelwane babo nomsebenzi. Ukwamukela "
78,1,machine,0.0,1.0,1.0,False,"Imvelo yamanje ukuthi kukhona abangu-28. Ngemuva kokuhlangana kweMasingana ngo-2002, iKabinet yayala uNgqongqoshe Wezobu"
79,1,machine,0.0,1.0,1.0,False,"Imizamo yokwakha amakhono, ukufundisa abasebenzi, kanye nezikhungo ezikhethekile kuzoholela ekwakhiweni kwemithombo eyan"
80,0,human,1.0,0.0,1.0,False,"Ukuqhuba umsebenzi wezinhlelo zokuqwashisa, ikakhulu esikhathini seviki elibhekene ngqo neMbizo , isikhathi esaziwa ngez"
81,0,human,1.0,0.0,1.0,False,Ikomiti yesikhashana yeminyaka emibili lakhethwa ukuze liqhube lenqubo. Ukuze kufaniswe ingqalasizinda yezokwahlulela ze
82,0,human,1.0,0.0,1.0,False,"Ukungamkhathaleli: ukungamnakekeli ungamnikezi izidingo ezibalulekile ezigcina umzimba nenqondo. Njengokumncisha ukudla,"
83,0,human,1.0,0.0,1.0,False,"Uma kusacatshangwa ukuthi kufanele yini kube nokubopha okwenziwayo nokuthi kuyoboshwa kanjani, kufanele kucatshangelwe n"
84,0,human,1.0,0.0,1.0,False,Amaphoyisa kanye nonogada baya lapho ababebizwe khona base bejaha abasolwa ababalekayo. Phakathi kwalezo zimpahla ezisol
85,1,machine,0.0,1.0,1.0,False,"Uma kungekho mholi noma nganoma yisiphi isizathu bengakwazi ukwenza imisebenzi yabo njengomholi, umphakathi ophakanyisiw"
86,1,machine,0.0,1.0,1.0,False,"Ama-Social Media: Iziphumo Zokuxhumana Kwabesifazane Nezizinda Zokubambisana Kuze kube manje, izinkundla zokuxhumana zib"
87,1,machine,0.0,1.0,1.0,False,"A.1 Ukuze kuqinisekiswe ukuthi izinqubomgomo nezinhlinzeko zoMthethosisekelo zisebenza kahle, bonke abasebenzi kulindele"
88,1,machine,0.0,1.0,1.0,False,"Ngakho-ke, savula amaphiko ethu ukuze kuqinisekiswe ukuthi kukhona ukubambisana, ukusebenzisana, nokuhlanganyela nezikhu"
89,1,machine,0.0,1.0,1.0,False,Lokhu kuyindoda ezimele ongayithinta uma ungajabuli ngempendulo evela lapho uthole khona i-insurance. Imininingwane yoku
90,0,human,1.0,0.0,1.0,False,Yini i-Projekthi Yokuqinisa? Iwuhlelo lokwenza lokusebenzisa izandla olubonise omasipalati ezinokusilela kwezinsizakalo 
91,0,human,1.0,0.0,1.0,False,isibophezelo sokwethembeka: ukusebenza ngokwethembeka nokuqhakambisa izifiso zenhlangano kuqala ezenzweni. Ukusebenza ng
92,1,machine,0.0,1.0,1.0,False,"Ukufunda Ngaphandle Kwezakhiwo Zesikole: Uhlanga Olusha Lokufunda Namuhla, ukufunda ngengqondo ye-inthanethi sekuyindlel"
93,0,human,1.0,0.0,1.0,False,"Uma umlimi ufuna ukutshala amahektheli angu-100, kudingeka aboleke R450 000. Imali eningi leyo. Masithi umlimi unamasimu"
94,0,human,1.0,0.0,1.0,False,Izizalo zemifula ziyimithombo engokwemvelo engenakuthathelwa indawo okufanele inakekelwe ngokucophelela ukuze kuzuze bon
95,0,human,1.0,0.0,1.0,False,"Ugunyazo jikelele lugunyaza ukusebenzisa amanzi ngaphandle kokuthi unikwe ilayisensi, inqobo nje uma ukusebenzisa kwakho"
96,1,machine,0.0,1.0,1.0,False,"Isikhumbuzo samanje semiholo yezigaba zombili ezithola umholo. Ikheli lesakhiwo, indawo yokuhlala, kanye nendawo yokuseb"
97,1,machine,1e-04,0.9999,0.9999,False,"Ukuze izilokazane zingalimazi izitshalo zakho. Uthinta phakathi kwemigqa yezitshalo, kungani? Ukuze uqede izihlahla eziz"
98,1,machine,0.0,1.0,1.0,False,Umlando Wezisebenzi Zasezimayini Umlando wezisebenzi zasezimayini eNingizimu Afrika ubonisa izigigaba ezithokozisayo nez
99,0,human,1.0,0.0,1.0,False,"Mhlonishwa Somlomo, ngimi lapha namuhla ukuba ngethule Inkulumo Yesabelo Zimali sonyaka ka 2009/2010 soMnyango Wezemiseb"
100,0,human,1.0,0.0,1.0,False,Umshayeli ovimbela omunye ekwedluleni - hamba kancane umdedele ahambe. Imoto ehamba igcwale umgwaqo - ingaba nesitelingi
101,0,human,1.0,0.0,1.0,False,"Baba Sihlalo Ohloniphekile, leli yivoti lesabelo zimali esingu-R11,737 somNyango wezeMpilo, engicela ukuba nisicubungule"
102,1,machine,0.0,1.0,1.0,False,"Ngokuphumelela kokuzenzakalelayo, umcimbi wokulamula ubeke isibonelo sokuthi empeleni kwenzeka kanjani ukuhweba ngempume"
103,0,human,0.9998,0.0002,0.9998,False,Kulokhu kubonisana uzoba nethuba lokudalula imininingwaneyananoma yikuphi ukulahlekelwa noma ukulimala obe nakho ngenxa 
104,1,machine,0.0,1.0,1.0,False,Ukukhuthaza ulwazi mayelana nezinzuzo zomnotho kanye nokuhlangana komphakathi ngenxa yokufana kwamagama ezindawo. Ukuze 
105,1,machine,0.0,1.0,1.0,False,"Ibhuku, izithombe, nabangane babezobanza bakhulume ngezinto ezinzima. Umphakathi ozozibophezela kokubili baba yindida ej"
106,1,machine,0.0,1.0,1.0,False,"Esihlokweni mayelana nokulahla ngokuphepha izinsalela ze-pesticide ku-February 2008 Pula-Imvula, enye yezihloko ezingaxo"
107,1,machine,0.0,1.0,1.0,False,"Abantu bayathandazela ukuthi izinqumo ezenziwa ecaleni lakhe zibe nezinhloso ezinhle, futhi azisoze zaphuthelwa. Okunye "
108,0,human,0.9999,1e-04,0.9999,False,"Zonke izindlela zokuphilisana nendawo eziphila kuyo ziyizinhlelo ""ezivulekile"" ngenxa yokuthi amandla ayafakwa aphinde a"
109,1,machine,0.0,1.0,1.0,False,"Izinsizakalo Zezimo Eziphuthumayo Ngezikhathi Zamaholide Ngaphakathi kwempilo yomphakathi, izinsizakalo zezimo eziphuthu"
110,0,human,1.0,0.0,1.0,False,"d noma yiluphi olunye udaba olumaqondana nokunikezwa kwesitifiketi sesidingo, kanye nokuhlolwa nokuphathwa kwezindawo ze"
111,0,human,1.0,0.0,1.0,False,Ikhophi yalomyalelo kanye nencwadi egunyaza ukuthi kuboshwe ummangalelwa kufanele kwedluliselwe esiteshini samaphoyisa a
112,0,human,1.0,0.0,1.0,False,Isiphakamiso esilethwe kwi-NORSA ukuthola usizo lwezimali ukuphucula ucwaningo lwe-marine aquaculture kwi-Aquarium. UMnu
113,1,machine,0.0,1.0,1.0,False,e ukubheka izithelo zezibopho zeNingizimu Afrika eziphathelene nempilo yezingane ngokuhambisana nezinhlinzeko zamathuluz
114,0,human,1.0,0.0,1.0,False,(1) IBhodi yabaQondisi iwuhlaka olunesibopho sokubika lwenkampani ngokwesigaba 49(2)(a) soMthetho wokuPhathwa kweziMali 
115,1,machine,0.0,1.0,1.0,False,"iPhalamende laseNingizimu Afrika: Isibopho Sokwakha Ikusasa Elingcono Ngokwezazi, iPhalamende laseNingizimu Afrika liyis"
116,1,machine,0.0,1.0,1.0,False,"UBill Gates ungumfanekiso omuhle wokuthi umuntu angaba nomthelela omkhulu emhlabeni ngenxa yokuzinikela, ubuhlakani, kan"
117,1,machine,0.0,1.0,1.0,False,Bheka amakhasi ahlukene (kusukela kumakhasi 5 kuya ku-10)! Khetha umbala owuthandayo bese ubhala igama lakho kuwo uma ut
118,1,machine,0.0,1.0,1.0,False,"Uhlelo lwe-NHI luzoba nezinselelo eziningi, futhi uma umphakathi ungabandakanyeki, izixazululo ezitholakalayo zingase zi"
119,1,machine,0.0,1.0,1.0,False,"Waqonda ukuthi nakuba efuduke, imizi yakhe yayisakhula. Abantu abavela emakhaya bahlala bejabulile, bexoxa ngezindaba, f"
120,1,machine,0.0,1.0,1.0,False,"Ifilimu: Uhlanga Lwenkanyezi Uhlanga Lwenkanyezi, ifilimu edume kakhulu eNingizimu Afrika, yadalwa nguSipho Mthembu, umq"
121,0,human,1.0,0.0,1.0,False,Uzodinga imephu leGPS elizokunikeza imininingwane yaleyo ndawo. Kukhona izindlela ezihlukile zokuthola ubukhulu bendawo 
122,1,machine,0.0,1.0,1.0,False,Amazwe amaningi athuthukile kwezomnotho akhiqiza ukudla okuningi kunokudingeka yizakhamuzi zawo. Lapho sikhuluma ngezimo
123,0,human,1.0,0.0,1.0,False,NgaloMbiko I-UNESCO ifisa ukukhombisa isidingo sokuphatha noma ukusingatha ngokuyikho ingcebo yezilimi emhlabeni. Uphiko
124,1,machine,0.0,1.0,1.0,False,3.2. Ukuqwashisa Nokuqeqesha Kubalulekile ukuqwashisa bonke abasebenzi abathintekayo ngezinyathelo ezidingekayo zokushus
125,1,machine,0.0,1.0,1.0,False,"Lokhu kuholela ekutheni impilo ibe nezinkinga ezinzima. Ngaphezu kwalokho, kubalulekile ukuqonda ukuthi amanzi ahlanzeki"
126,1,machine,0.0,1.0,1.0,False,"D.1 Lapho kungase kube nokungqubuzana kwesithakazelo uma kwenziwa noma iyiphi inqumo mayelana nokuqashwa, umphakathi omk"
127,0,human,1.0,0.0,1.0,False,i noma yini okumle kuchazwe ngokuphathelene nalo Mthetho; kanye j nanoma yiyiphi indaba encane noma eyisehlakalo yokupha
128,1,machine,0.0,1.0,1.0,False,Izitifiketi Zobungcweti Zabasebenzi Bakahulumeni Izitifiketi zobungcweti zabasebenzi bakahulumeni zibalulekile ukuze kuq
129,1,machine,0.0,1.0,1.0,False,"Amalungu ale nhlangano ahlukaniswe ngezigaba ezine, okuyi amaphoyisa asebenzayo, amaphoyisa asekelayo, amaphoyisa akheth"
130,1,machine,0.0,1.0,1.0,False,"Ikhwalithi ibhekisela ekwethembekeni okuphelele kwemithi noma ukwelashwa, noma ukungenelela kwezokwelapha okuvumela ukub"
131,1,machine,0.0,1.0,1.0,False,"Le mbono iboniswa embikweni wezindaba owaziswa kakhulu otholakala ehhovisi leZindaba Zomthetho lapho kuthiwa, ""mayelana "
132,0,human,1.0,0.0,1.0,False,UHulumeniwasekhaya wakha ebese egcina amapayipi endle ahlukanise amanziezikhukhula nokungcola bese ewahlanza amanzi angc
133,0,human,1.0,0.0,1.0,False,"Lokhu okubhalwe lapha kuqonde ukusekela bonke abalimi abazama ukuthola umhlaba/amapulazi, kodwa kubalulekile futhi kulab"
134,1,machine,0.0,1.0,1.0,False,Amabhizinisi azimele kanye nezinhlangano ezingezona ezikahulumeni nazo zizokhuthazwa ukuba zithuthukise izinqubomgomo za
135,1,machine,0.0,1.0,1.0,False,Q6: Abasebenzi bakahulumeni bangabhalisela izitifiketi zabo zakamuva kanjani? A6: Abasebenzi bangabhalisela izitifiketi 
136,0,human,1.0,0.0,1.0,False,Ngokwejwayelekile asebenza kakhulu ngaphambi kwesikhathi sokutshala ngoSepthemba nangoOkthoba. Hlangana nabathengisi mas
137,0,human,1.0,0.0,1.0,False,"Ngokufana nazo zonke izinhlelo zolwazi, i-IKS idinga ukuxhaswa ngezimali ngokuzimisela komphakathi. Kuphindwe futhi kubo"
138,0,human,1.0,0.0,1.0,False,"Intelo yedizili izokhuphuka nge-17,5 cents ilitha, nelevi leRAF lizokhuphuka nge-8 cents ilitha. Lokhu kukhuphuka kuzokw"
139,1,machine,0.0,1.0,1.0,False,Ukubambisana komphakathi; - Ukuthuthukisa nokuphromotha inhlalakahle yomphakathi kanye nentuthuko yezomnotho; - Ukupheph
140,0,human,1.0,0.0,1.0,False,"Uhlaka Lwenqubomgomo Lwesifunda sase-Gauteng lungumkhiqizo wokuxhumana nabahlanganyeli abahlukile kumazinga endawo, esif"
141,0,human,1.0,0.0,1.0,False,Imvume yokuvuselela noma ukushintsha isinqumo somkhandlu ayinikezwa nanoma ubani futhi nanoma iliphi ikomidi. Noma yikup
142,0,human,1.0,0.0,1.0,False,Gwema ukusondelana nabantu okungenzeka ukuthibayagula. Nciphisa isikhathi osichitha ezindaweni eziminyene. Zijwayeze imi
143,0,human,1.0,0.0,1.0,False,"Ngaphandle kwesimo esehlukile esiphoqa usuku oluseduzane, imibandela nezimo zokubhalisa ezisetshenziswe ngale ndlela ziy"
144,1,machine,0.0,1.0,1.0,False,"Lokhu kusho ukuthi kufanele kube nezinsiza ezanele, abelaphi abaqeqeshiwe, kanye nezinto zokwelapha ezitholakalayo. Uma "
145,1,machine,0.0,1.0,1.0,False,Susa wonke ama-pressure gauges futhi ufake izikhala ezindaweni ezivulekile ze-sprayer. Gcina ama-gauges lapho engakwazi 
146,1,machine,0.0,1.0,1.0,False,"Ngenxa yokuthi kwakuyinkathi yokuhlupheka, izinsiza eziningi zabeziphansi, kodwa uThandi wathola ithuba lokuzama. Ngemuv"
147,0,human,1.0,0.0,1.0,False,Amakhono okuphatha nokubheka izidingo zabathengi kanye nawokukwazi ukuphatha izimali: Umfundi kuleli zinga useyakwazi uk
148,1,machine,0.0,1.0,1.0,False,"Sikholelwa ukuthi iNingizimu Afrika iyabandakanya bonke abahlala kuyo, bahlangene nakuba sihluke. Sakhe iNingizimu Afrik"
149,0,human,1.0,0.0,1.0,False,"Ingoma yesizwe yaseRiphabhuliki iyonqunywa nguMongameli ngokuthi enze isimemezelo. Ifulegi lesizwe linombala omnyama, os"
150,0,human,1.0,0.0,1.0,False,Inqubo eningi yokubamba iqhaza esigabeni sakamuva sentuthuko edidiyele ihlelwe ngendlela engahambisani nemigomo ebhalwe 
151,0,human,1.0,0.0,1.0,False,Ngokuthuthukisa osomabhizinisi abathengisa izimpahla ngaphandle ngokubahlinzeka ngosizo lwezimali nalolo olungelona olwe
152,1,machine,0.0,1.0,1.0,False,Imfundo eyisisekelo yomsebenzi wezokwelapha ihlose ukuhlinzeka bonke osomthetho ngolwazi oludingekayo nokuqonda ukuze ba
